Area,Perimeter,Major_Axis,Minor_Axis,Eccentricity,Eqdiasq,Solidity,Convex_Area,Extent,Aspect_Ratio,Roundness,Compactness,Shapefactor_1,Shapefactor_2,Shapefactor_3,Shapefactor_4,Mean_RR,Mean_RG,Mean_RB,StdDev_RR,StdDev_RG,StdDev_RB,Skew_RR,Skew_RG,Skew_RB,Kurtosis_RR,Kurtosis_RG,Kurtosis_RB,Class
64076,1009.698,374.4415,224.9661,0.7994,285.6293,0.9485,67552,0.6936,1.6644,0.7898,0.7628,0.0058,0.0035,0.5819,0.9685,208.3182,194.9513,177.7127,15.0651,15.8784,15.0404,-0.6662,-0.5064,0.2468,4.0264,3.9101,3.9505,1
77532,1084.235,443.7108,223.7128,0.8636,314.1923,0.9919,78163,0.8064,1.9834,0.8288,0.7081,0.0057,0.0029,0.5014,0.9945,236.2571,225.3965,210.1447,20.5311,20.5842,20.3171,-1.4808,-1.3221,-1.0031,4.7626,4.4166,3.4098,1
70984,1781.9561,435.9559,215.0228,0.8699,300.632,0.9328,76099,0.7417,2.0275,0.2809,0.6896,0.0061,0.003,0.4755,0.9641,223.9121,211.4723,191.3711,27.0489,28.0182,26.8895,-0.6793,-0.6505,-0.5622,2.1594,2.2344,2.2874,1
81224,1304.1281,474.4166,223.6945,0.8819,321.5861,0.9679,83918,0.7404,2.1208,0.6001,0.6779,0.0058,0.0028,0.4595,0.9745,210.0324,198.1797,182.383,17.7137,19.1327,21.7974,-0.3466,-0.0732,0.6244,3.2421,3.1096,3.7949,1
71196,1283.203,459.1897,199.6058,0.9006,301.0807,0.9759,72955,0.7349,2.3005,0.5433,0.6557,0.0064,0.0028,0.4299,0.989,212.4579,203.312,188.2878,17.1659,17.8084,18.5332,-1.0917,-0.9385,-0.443,3.9371,3.6356,3.9714,1
80375,1185.635,478.1623,218.505,0.8895,319.901,0.9648,83304,0.7931,2.1883,0.7185,0.669,0.0059,0.0027,0.4476,0.9795,229.2625,219.7068,201.6925,26.3197,27.0697,27.4484,-0.9608,-0.7987,-0.3716,2.7378,2.6237,2.3918,1
76621,1647.156,443.207,228.3114,0.8571,312.341,0.9492,80722,0.7451,1.9412,0.3549,0.7047,0.0058,0.003,0.4966,0.9641,216.0191,206.2767,194.4376,26.3325,27.2026,29.1716,-0.2455,-0.2177,-0.1118,1.944,1.9551,1.9638,1
90806,1261.681,490.5851,246.7837,0.8643,340.0262,0.953,95285,0.7151,1.9879,0.7168,0.6931,0.0054,0.0027,0.4804,0.955,226.8888,217.7589,200.0385,25.5915,27.4261,28.9185,-0.763,-0.5905,-0.3806,2.6424,2.4268,1.9626,1
77732,2198.8049,431.0561,253.5455,0.8087,314.5973,0.8998,86390,0.7072,1.7001,0.202,0.7298,0.0055,0.0033,0.5327,0.9056,216.63,205.2685,183.0335,20.2563,22.1589,19.3329,-0.6827,-0.6218,-0.2745,2.9018,2.8319,2.8874,1
78170,1247.084,457.3434,219.2182,0.8776,315.4824,0.979,79849,0.7268,2.0862,0.6316,0.6898,0.0059,0.0028,0.4758,0.9927,228.9364,219.5109,206.2773,24.8058,26.0634,26.6668,-0.9842,-0.8858,-0.741,2.9173,2.7873,2.6691,1
75537,1130.6541,476.3574,203.2011,0.9045,310.1237,0.9848,76701,0.7764,2.3443,0.7425,0.651,0.0063,0.0027,0.4238,0.9936,233.6719,230.8904,211.2816,25.2421,27.4811,29.1772,-1.0673,-0.9136,-0.6153,3.1044,2.689,2.2504,1
93052,1209.527,470.668,257.616,0.8369,344.2056,0.9595,96978,0.7569,1.827,0.7993,0.7313,0.0051,0.0028,0.5348,0.9771,226.5194,215.2708,197.7756,20.6638,20.223,19.1714,-1.2201,-1.0351,-0.306,4.1557,3.9299,3.2936,1
74511,1180.35,485.0927,201.3102,0.9098,308.0103,0.9628,77389,0.6244,2.4097,0.6721,0.635,0.0065,0.0027,0.4032,0.9715,209.0121,198.2368,181.3576,18.3093,19.6399,23.4088,-0.2634,0.2505,0.8466,3.7398,4.0916,4.5831,1
56812,1848.333,421.5977,210.0969,0.867,268.9522,0.8006,70961,0.6587,2.0067,0.209,0.6379,0.0074,0.0037,0.407,0.8166,206.8918,198.5887,183.2006,21.1541,22.2283,23.0412,-0.3368,-0.231,-0.1465,2.4464,2.4471,2.4291,1
73916,1118.736,445.6265,215.1767,0.8757,306.778,0.9764,75706,0.7336,2.071,0.7422,0.6884,0.006,0.0029,0.4739,0.9815,212.5909,200.9822,183.5049,16.5158,17.7175,19.4792,-0.7835,-0.2709,0.5564,4.2756,3.8023,3.9421,1
73069,2222.7971,432.1001,250.9296,0.8141,305.0153,0.8754,83471,0.7058,1.722,0.1858,0.7059,0.0059,0.0034,0.4983,0.858,218.5807,201.3399,174.4438,19.6823,19.8523,18.5166,-0.7253,-0.7362,-0.3326,2.9441,3.0835,3.555,1
29808,1687.61,339.0541,138.5344,0.9127,194.8146,0.7584,39306,0.4372,2.4474,0.1315,0.5746,0.0114,0.0046,0.3301,0.808,169.6849,162.623,188.5093,13.1807,16.7458,15.3618,1.1467,1.2966,1.2951,4.8603,5.0006,5.5091,1
73633,1077.489,419.5704,228.1218,0.8393,306.1902,0.9823,74959,0.7496,1.8392,0.797,0.7298,0.0057,0.0031,0.5326,0.9795,237.846,231.9777,207.8515,22.243,23.1152,22.1267,-1.4577,-1.1661,-0.247,4.5152,3.6937,2.9464,1
79179,1101.115,434.6501,232.7365,0.8446,317.5119,0.991,79902,0.8006,1.8676,0.8206,0.7305,0.0055,0.0029,0.5336,0.9966,213.189,202.4905,179.5363,21.7652,22.7203,20.5354,-0.1133,-0.1135,0.0411,2.4343,2.4096,2.4798,1
60774,1101.7209,414.708,190.6734,0.888,278.1724,0.9625,63142,0.6233,2.175,0.6292,0.6708,0.0068,0.0031,0.4499,0.9786,204.9971,192.0811,169.34,17.6021,19.4662,25.0437,-0.2325,0.1495,0.7061,3.1556,2.989,3.4488,1
73139,1852.666,419.584,237.5267,0.8243,305.1614,0.8891,82258,0.6828,1.7665,0.2678,0.7273,0.0057,0.0032,0.529,0.9344,215.1747,202.2713,183.488,22.5739,24.0774,25.7817,-0.3748,-0.2865,-0.3724,2.1875,2.1796,2.3987,1
72798,1259.91,473.3427,212.1377,0.8939,304.4492,0.905,80437,0.6253,2.2313,0.5763,0.6432,0.0065,0.0029,0.4137,0.9231,223.3301,212.0327,191.1131,26.7425,29.3886,27.9443,-0.5973,-0.4499,-0.436,2.2019,2.1303,2.267,1
78195,1202.542,462.1558,236.5855,0.859,315.5328,0.8876,88093,0.6845,1.9534,0.6795,0.6827,0.0059,0.003,0.4661,0.9106,237.5918,227.7557,198.9926,23.8813,26.6911,23.3967,-1.6144,-1.1669,-1.1002,4.7469,3.7457,3.8475,1
62110,1340.755,454.7017,177.1531,0.921,281.2133,0.9563,64949,0.7497,2.5667,0.4342,0.6185,0.0073,0.0029,0.3825,0.9817,202.8112,187.6876,167.9452,17.3999,20.4895,26.5526,0.0662,0.242,0.3091,2.8343,2.8306,3.1979,1
64299,1555.183,433.5082,197.8069,0.8898,286.1259,0.9325,68951,0.7473,2.1916,0.3341,0.66,0.0067,0.0031,0.4356,0.9547,225.5504,210.2411,171.0417,25.6193,24.2819,20.7862,-0.8069,-0.8067,-0.8917,2.5205,2.4934,2.6902,1
77225,1909.5909,443.3553,256.3559,0.8159,313.5696,0.8581,89995,0.6479,1.7295,0.2661,0.7073,0.0057,0.0033,0.5002,0.8651,213.5684,203.1065,182.8961,23.011,24.3559,23.8659,-0.4742,-0.4244,-0.4103,2.1607,2.1613,2.3371,1
61882,1113.624,415.3977,193.6772,0.8847,280.6967,0.9435,65589,0.7461,2.1448,0.627,0.6757,0.0067,0.0031,0.4566,0.9793,208.7769,195.5648,178.1843,21.7525,24.2021,28.684,-0.2722,-0.1824,0.0244,1.9616,1.9662,2.1814,1
71894,1259.405,462.1832,209.7576,0.8911,302.5529,0.917,78404,0.6902,2.2034,0.5696,0.6546,0.0064,0.0029,0.4285,0.9442,203.5996,184.044,196.8653,20.0712,22.457,21.7823,0.2226,0.5654,0.0821,2.9434,3.3146,2.5276,1
63698,1806.11,434.0487,221.3838,0.8601,284.7856,0.8302,76723,0.6395,1.9606,0.2454,0.6561,0.0068,0.0035,0.4305,0.844,223.4424,215.1192,196.6302,25.9187,26.7969,26.8015,-0.6609,-0.6689,-0.5721,2.3144,2.3827,2.4982,1
72405,1150.848,470.9488,198.5195,0.9068,303.6263,0.9654,74997,0.7682,2.3723,0.687,0.6447,0.0065,0.0027,0.4157,0.9861,218.2585,204.8122,178.7601,20.749,22.0774,25.1499,-0.7005,-0.3783,0.1049,2.9508,2.7279,2.7598,1
53446,1814.176,379.4,191.585,0.8631,260.8631,0.8937,59800,0.7345,1.9803,0.2041,0.6876,0.0071,0.0036,0.4727,0.9362,182.3347,166.5466,157.432,12.7896,14.4923,16.2521,1.4046,1.5741,1.6569,6.8633,7.7662,7.539,1
60008,935.789,351.9654,221.9567,0.7761,276.4138,0.9903,60596,0.7006,1.5857,0.8611,0.7853,0.0059,0.0037,0.6168,0.978,234.9845,228.4471,204.145,23.5708,24.7132,23.388,-1.3742,-1.0818,-0.8024,4.1417,3.6287,3.3141,1
60847,1760.171,371.3661,230.194,0.7847,278.3394,0.8449,72021,0.6548,1.6133,0.2468,0.7495,0.0061,0.0038,0.5618,0.9063,199.6496,186.5368,174.1625,18.7871,20.6093,23.8406,-0.0059,0.2021,0.2321,2.3825,2.5533,3.1973,1
82017,2699.074,426.5246,273.5291,0.7673,323.1521,0.8479,96733,0.6657,1.5593,0.1415,0.7576,0.0052,0.0033,0.574,0.8951,201.3546,185.1882,167.5617,20.1581,22.8757,23.0541,0.0354,0.0576,0.1981,2.1603,2.2605,2.9051,1
52600,1148.283,361.6876,193.2737,0.8453,258.7903,0.9081,57923,0.7242,1.8714,0.5013,0.7155,0.0069,0.0037,0.512,0.9581,179.4445,165.9824,159.379,13.4353,14.3049,13.8312,0.6112,0.6027,0.7143,2.8733,2.7815,2.8331,1
77869,1853.884,421.2526,240.8186,0.8205,314.8744,0.9544,81591,0.7079,1.7493,0.2847,0.7475,0.0054,0.0031,0.5587,0.9773,228.4509,209.705,178.1281,25.3395,26.5277,30.5336,-0.7159,-0.6372,-0.6155,2.3924,2.2307,2.6791,0
94948,1184.8521,456.392,267.6631,0.81,347.6946,0.9908,95826,0.7605,1.7051,0.8499,0.7618,0.0048,0.0028,0.5804,0.9896,218.5263,199.5023,169.724,18.6123,17.4126,18.9127,-0.4128,-0.3753,0.076,3.1365,2.8308,2.8503,0
92639,1792.027,456.4867,275.1674,0.7979,343.4409,0.9226,100409,0.7494,1.6589,0.3625,0.7524,0.0049,0.003,0.566,0.939,228.3521,211.3281,181.0353,22.2685,21.6097,24.6733,-0.8443,-0.7804,-0.9343,2.8944,2.948,4.104,0
84309,1524.917,442.2157,246.1724,0.8307,327.6363,0.9648,87388,0.7535,1.7964,0.4556,0.7409,0.0052,0.0029,0.5489,0.9861,218.5673,196.407,169.4727,19.273,20.4494,19.7311,-0.5847,-0.5965,-0.5324,2.7717,2.6812,2.6696,0
74673,1955.649,450.7327,237.1064,0.8505,308.345,0.8704,85791,0.6051,1.901,0.2454,0.6841,0.006,0.0032,0.468,0.8896,228.7432,210.1039,178.2594,20.8304,21.9959,19.1794,-1.0947,-1.1018,-0.875,3.4917,3.4489,3.1175,0
83267,1113.1121,438.4269,243.7511,0.8312,325.6053,0.993,83855,0.7199,1.7987,0.8445,0.7427,0.0053,0.0029,0.5516,0.9921,227.3691,213.4764,187.2987,18.2454,19.1177,21.3279,-0.624,-0.3987,-0.18,3.3034,2.8063,2.3363,0
106985,1239.329,464.8901,294.273,0.7742,369.0766,0.9917,107881,0.7514,1.5798,0.8753,0.7939,0.0043,0.0028,0.6303,0.9957,230.0333,226.2087,201.7436,20.1665,23.2055,27.4989,-0.8693,-0.7492,-0.7061,3.3472,2.9588,3.0337,0
93344,2049.689,436.4037,289.1247,0.749,344.7452,0.9277,100616,0.6573,1.5094,0.2792,0.79,0.0047,0.0031,0.6241,0.9419,229.0315,220.1133,198.4318,19.1604,20.707,17.6457,-1.0432,-0.998,-0.5007,3.6733,3.6024,3.2494,0
95646,1201.899,473.984,259.0962,0.8374,348.9703,0.9846,97146,0.7337,1.8294,0.832,0.7362,0.005,0.0027,0.5421,0.9916,223.2139,210.9429,185.4855,20.3776,21.8757,25.597,-0.4101,-0.4393,-0.615,2.4221,2.4613,2.8953,0
78516,1735.157,430.8831,247.1158,0.8192,316.1798,0.8993,87307,0.6943,1.7436,0.3277,0.7338,0.0055,0.0031,0.5385,0.9389,221.5776,205.5225,181.0797,18.5239,19.2321,21.4554,-1.1763,-1.0301,-0.7452,3.9237,3.5699,3.1196,0
98748,1202.085,443.2601,284.5458,0.7668,354.5841,0.988,99952,0.7643,1.5578,0.8588,0.7999,0.0045,0.0029,0.6399,0.9968,218.6103,207.4735,182.9577,19.9447,19.7135,19.9747,-0.8751,-0.8048,-0.5749,2.9762,2.8648,3.7368,0
84925,1264.473,463.559,235.1811,0.8617,328.8311,0.9751,87098,0.6506,1.9711,0.6675,0.7094,0.0055,0.0028,0.5032,0.9918,221.3938,211.8527,190.3666,18.398,20.5833,24.2083,-0.9827,-0.9088,-0.7904,3.5634,3.1951,3.0351,0
79779,1489.546,456.6506,249.1166,0.8381,318.7127,0.8874,89901,0.5989,1.8331,0.4518,0.6979,0.0057,0.0031,0.4871,0.8929,220.3139,200.3859,172.1879,23.4165,24.1541,23.6436,-0.4201,-0.4056,-0.3609,2.1085,2.0526,2.5972,0
69990,1146.668,460.8859,196.0485,0.905,298.5197,0.9836,71156,0.7233,2.3509,0.6689,0.6477,0.0066,0.0028,0.4195,0.9863,235.0125,222.3279,194.4647,18.628,22.9196,25.8146,-1.1286,-0.9088,-0.6115,3.6581,3.1,2.503,0
78122,2067.521,427.5836,319.6553,0.6642,315.3855,0.7377,105901,0.5854,1.3376,0.2297,0.7376,0.0055,0.0041,0.5441,0.7277,225.6597,217.6981,195.8818,19.4842,22.1188,25.2566,-0.9962,-0.7964,-0.5117,3.4744,3.0824,2.7274,0
84116,1185.657,436.4557,250.6591,0.8186,327.2611,0.9579,87812,0.7727,1.7412,0.7519,0.7498,0.0052,0.003,0.5622,0.979,220.383,208.5282,192.3751,20.1551,21.1621,19.1289,-0.8994,-0.7291,-0.5896,3.6686,3.3864,3.6735,0
85071,2231.4341,478.1784,268.8441,0.827,329.1136,0.8331,102111,0.5591,1.7786,0.2147,0.6883,0.0056,0.0032,0.4737,0.8426,226.6402,218.4221,193.6943,24.5008,29.2331,31.1238,-0.5451,-0.3153,-0.1443,2.17,1.8952,1.9941,0
78161,2427.2271,433.29,273.8688,0.7749,315.4642,0.8389,93175,0.6549,1.5821,0.1667,0.7281,0.0055,0.0035,0.5301,0.8386,220.672,203.9314,172.742,24.3185,25.446,24.7351,-0.3528,-0.2963,-0.1734,2.1855,2.2116,2.135,0
90816,2626.7109,427.4768,299.7759,0.7129,340.0449,0.8778,103459,0.6646,1.426,0.1654,0.7955,0.0047,0.0033,0.6328,0.9023,227.7459,213.4065,186.3965,19.1474,19.0779,19.3102,-1.0901,-1.1043,0.4065,3.8073,4.2357,3.8736,0
73636,2017.968,441.1263,310.9279,0.7094,306.1964,0.7366,99970,0.5035,1.4187,0.2272,0.6941,0.006,0.0042,0.4818,0.6836,221.1948,218.3022,193.0798,18.8598,20.3106,18.8189,-0.8846,-0.726,-0.2242,3.4626,3.2473,2.4941,0
82217,1127.793,433.8209,248.6817,0.8194,323.5459,0.9581,85812,0.7423,1.7445,0.8123,0.7458,0.0053,0.003,0.5562,0.9703,225.7569,207.6141,187.1842,22.8421,24.2989,19.2319,-0.8524,-0.9491,-0.8562,2.7947,2.9686,2.92,0
107677,1348.151,486.6298,282.8282,0.8138,370.2683,0.9848,109334,0.7706,1.7206,0.7445,0.7609,0.0045,0.0026,0.5789,0.9961,216.3772,209.4988,187.1546,18.23,18.7736,20.4145,-0.7752,-0.5873,0.3101,3.3858,3.371,4.3558,0
79688,1165.88,421.96,241.5242,0.82,318.5309,0.9836,81016,0.78,1.7471,0.7367,0.7549,0.0053,0.003,0.5698,0.9956,222.0582,211.7224,192.2313,20.6363,21.6425,22.8592,-0.7319,-0.5245,-0.2057,2.9386,2.625,2.4371,0
95049,1432.092,455.4469,267.4241,0.8095,347.8795,0.979,97091,0.7213,1.7031,0.5824,0.7638,0.0048,0.0028,0.5834,0.9936,217.1888,202.9142,179.1716,20.4055,20.2435,23.0113,-0.7965,-0.7344,-0.5391,2.7796,2.7348,2.7905,0
69720,2097.374,439.0517,282.6853,0.7651,297.9434,0.7442,93680,0.5664,1.5531,0.1992,0.6786,0.0063,0.0041,0.4605,0.7152,226.6375,211.0062,184.1484,22.0305,23.1758,24.9635,-0.6192,-0.499,-0.2704,2.5822,2.4949,2.1935,0
97287,1349.113,451.3698,280.0938,0.7842,351.9512,0.9558,101790,0.6436,1.6115,0.6717,0.7797,0.0046,0.0029,0.608,0.9798,212.5995,201.3816,192.9542,23.2042,24.6515,26.0537,-0.4382,-0.4326,-0.408,2.1802,2.1369,2.4594,0
85833,1663.244,431.85,279.9519,0.7614,330.5843,0.9059,94748,0.6788,1.5426,0.3899,0.7655,0.005,0.0033,0.586,0.904,221.4376,206.4883,185.5942,26.5245,28.9484,27.2782,-0.3911,-0.4417,-0.6626,1.9647,2.0855,2.9839,0
83296,1148.04,418.787,254.3169,0.7945,325.662,0.9837,84677,0.7406,1.6467,0.7942,0.7776,0.005,0.0031,0.6047,0.9958,235.4987,213.1265,179.5308,21.0192,21.6389,23.4058,-1.1428,-1.0086,-0.8115,3.5906,3.3686,3.0883,0
96857,1219.075,478.2539,259.9478,0.8394,351.1725,0.977,99135,0.7409,1.8398,0.819,0.7343,0.0049,0.0027,0.5392,0.992,229.9386,218.3441,191.2158,22.7013,23.1842,22.3237,-1.0739,-0.9365,-0.6656,3.3581,3.101,2.809,0
71581,1464.892,351.6846,275.7096,0.6208,301.8936,0.9179,77983,0.6848,1.2756,0.4192,0.8584,0.0049,0.0039,0.7369,0.9399,224.1808,207.8377,192.12,22.2042,24.2314,28.2312,-0.708,-0.6589,-0.2556,2.7742,2.6708,2.3096,0
86383,2266.781,424.9349,283.5623,0.7448,331.6418,0.8891,97156,0.7221,1.4986,0.2113,0.7805,0.0049,0.0033,0.6091,0.9128,215.1644,196.2005,168.5202,22.3254,24.1615,17.381,-0.3776,-0.5484,-0.5424,2.1907,2.2846,3.1274,0
91551,2015.593,462.1863,264.305,0.8204,341.4182,0.9273,98725,0.7426,1.7487,0.2832,0.7387,0.005,0.0029,0.5457,0.9542,231.1186,220.8214,197.0007,26.9466,32.171,28.4086,-0.916,-0.682,-0.5834,2.6057,2.2417,2.3856,0
83638,1297.019,440.1802,242.8554,0.834,326.3299,0.9859,84835,0.7738,1.8125,0.6248,0.7414,0.0053,0.0029,0.5496,0.9962,220.6534,211.0275,196.3371,18.3155,18.8937,16.704,-1.2033,-1.1622,-0.6598,4.1287,4.0003,3.6928,0
84510,1160.535,427.4981,253.0739,0.8059,328.0266,0.9883,85512,0.7941,1.6892,0.7885,0.7673,0.0051,0.003,0.5888,0.9946,216.7063,203.4926,191.3531,19.1469,18.879,20.2463,-1.0062,-0.7217,-0.3109,3.6774,3.3428,3.1942,0
92918,1398.022,452.122,263.2379,0.813,343.9577,0.9807,94745,0.7565,1.7175,0.5974,0.7608,0.0049,0.0028,0.5788,0.994,215.5956,201.3058,178.9148,17.6316,18.5622,21.5661,-1.057,-0.9107,-0.4676,3.6071,3.4714,3.5659,0
76791,1936.09,426.5441,334.0877,0.6217,312.6873,0.7467,102843,0.5869,1.2767,0.2574,0.7331,0.0056,0.0044,0.5374,0.6861,212.6234,196.1806,176.2226,15.9084,16.7564,15.6105,-1.1026,-0.923,-0.338,3.8019,3.3906,2.9858,0
99320,1427.223,491.8833,260.1354,0.8487,355.6096,0.9688,102517,0.7763,1.8909,0.6127,0.723,0.005,0.0026,0.5227,0.9883,205.6036,188.0471,167.557,18.1389,18.0122,17.091,-0.3337,-0.361,-0.4593,2.4862,2.5239,3.4691,0
87510,1563.703,395.9266,298.9806,0.6556,333.7981,0.9084,96336,0.7162,1.3243,0.4497,0.8431,0.0045,0.0034,0.7108,0.9413,205.5188,188.8241,176.1107,17.4595,20.7212,19.0385,-0.2783,-0.5096,0.1988,3.0908,2.7779,4.1621,0
98876,1222.9139,461.0934,276.0963,0.8009,354.8138,0.9818,100708,0.7272,1.67,0.8308,0.7695,0.0047,0.0028,0.5921,0.9889,232.233,226.0392,205.4095,18.9223,21.6238,22.9646,-1.3433,-1.0737,-0.6971,5.1598,4.1721,3.158,0
92631,1260.752,468.0538,255.6497,0.8377,343.4261,0.9791,94609,0.7977,1.8308,0.7323,0.7337,0.0051,0.0028,0.5384,0.9857,227.3434,205.6038,179.2853,20.945,20.9401,24.537,-1.0416,-0.9487,0.5617,3.3012,3.2423,4.3993,0
79084,1239.109,446.011,227.0342,0.8607,317.3214,0.978,80866,0.7445,1.9645,0.6473,0.7115,0.0056,0.0029,0.5062,0.9944,208.1492,196.1587,157.876,16.2556,17.1006,23.7735,-0.9971,-0.415,0.05,3.9778,3.1492,2.8302,0
96001,1209.672,473.9945,259.3766,0.837,349.6173,0.9932,96663,0.7563,1.8274,0.8244,0.7376,0.0049,0.0027,0.5441,0.9942,226.3782,219.2388,203.1452,16.1147,16.9847,16.6886,-1.2168,-1.016,-0.4861,5.4271,4.5036,2.9902,0
103994,1308.547,504.0231,263.6865,0.8522,363.8809,0.985,105579,0.7584,1.9114,0.7632,0.722,0.0048,0.0025,0.5212,0.9963,216.7732,212.8884,193.9814,19.0977,20.8231,22.2524,-1.2077,-1.306,-0.4055,3.9327,4.226,3.5638,0
80972,1121.2209,430.2227,243.0307,0.8252,321.0868,0.9711,83385,0.7236,1.7702,0.8094,0.7463,0.0053,0.003,0.557,0.986,232.8966,219.404,205.168,24.0184,26.5938,25.0711,-1.0787,-0.7664,-0.5431,3.3572,2.7935,2.3958,0
85950,1240.156,440.127,252.0768,0.8197,330.8095,0.9672,88869,0.7606,1.746,0.7023,0.7516,0.0051,0.0029,0.5649,0.9864,219.2204,204.2711,191.4577,18.6841,19.1456,17.3674,-1.0709,-0.9505,-0.5993,3.8057,3.4813,3.9724,0
83708,1231.9399,444.9516,243.7199,0.8366,326.4664,0.9713,86185,0.7498,1.8257,0.6931,0.7337,0.0053,0.0029,0.5383,0.9828,225.8304,217.8913,197.3829,24.6099,26.8469,25.2336,-0.8879,-0.7354,-0.343,2.8338,2.6699,2.6596,0
98468,1281.744,474.5663,264.8584,0.8298,354.081,0.9854,99926,0.7473,1.7918,0.7532,0.7461,0.0048,0.0027,0.5567,0.9975,227.7733,216.4546,195.4293,24.2135,23.9411,24.3827,-1.2168,-1.0894,-0.7229,3.7745,3.3821,2.9051,0
88178,1770.2791,442.576,266.8698,0.7977,335.0697,0.9281,95009,0.7341,1.6584,0.3536,0.7571,0.005,0.003,0.5732,0.9506,223.2861,216.6366,204.4755,24.9037,29.2754,22.4374,-0.6939,-0.5994,-0.399,2.503,2.3837,2.3229,0
99319,1336.0389,485.2657,263.9267,0.8392,355.6078,0.9805,101299,0.7532,1.8386,0.6992,0.7328,0.0049,0.0027,0.537,0.9874,227.1933,216.2495,201.8829,22.1187,22.9121,21.6546,-0.8848,-0.7789,-0.2702,3.1878,3.0947,2.8396,0
92868,1163.1219,435.7098,273.1259,0.7791,343.8651,0.992,93616,0.7304,1.5953,0.8626,0.7892,0.0047,0.0029,0.6228,0.9936,211.1694,204.3671,186.6532,21.1671,21.9591,22.2506,-0.2361,-0.1603,-0.1153,2.3393,2.2724,2.1015,0
108521,1563.876,460.6884,306.4981,0.7466,371.7166,0.956,113510,0.7458,1.5031,0.5576,0.8069,0.0042,0.0028,0.651,0.9786,220.447,212.184,203.8134,22.8855,26.216,29.7519,-0.6642,-0.5387,-0.4776,2.6463,2.4237,2.3434,0
86307,2163.01,470.5336,267.7501,0.8223,331.4958,0.8747,98675,0.5767,1.7574,0.2318,0.7045,0.0055,0.0031,0.4963,0.8722,223.448,213.577,200.6897,24.3138,26.0073,22.8602,-0.7253,-0.45,-0.3578,2.7435,2.3809,2.2804,0
77386,1956.4351,450.4819,269.9047,0.8006,313.8963,0.8211,94245,0.6407,1.669,0.2541,0.6968,0.0058,0.0035,0.4855,0.8104,221.214,212.5032,191.8152,19.7385,22.2715,22.8989,-0.8457,-0.6675,-0.3808,3.1972,2.8483,2.3848,0
75586,1062.678,418.0323,231.1406,0.8332,310.2242,0.9911,76261,0.7593,1.8086,0.8411,0.7421,0.0055,0.0031,0.5507,0.996,212.5262,204.7026,182.7769,19.2605,19.812,22.0177,-0.9496,-0.617,0.0763,3.1016,2.6315,2.7276,0
99009,1199.3459,462.7371,275.226,0.8039,355.0524,0.994,99611,0.7096,1.6813,0.865,0.7673,0.0047,0.0028,0.5887,0.9898,230.9034,227.7222,203.9115,17.4341,17.2077,18.1613,-1.063,-0.9437,-0.3156,4.9698,4.3928,2.8384,0
90931,1124.2371,418.739,277.8192,0.7482,340.2601,0.9933,91545,0.7387,1.5072,0.9041,0.8126,0.0046,0.0031,0.6603,0.9952,229.0479,219.2041,201.0999,19.3361,18.5227,17.3343,-1.0069,-0.8801,-0.3084,4.5506,4.236,2.6614,0
89272,1173.181,460.2551,251.9546,0.8369,337.1419,0.9641,92598,0.7584,1.8267,0.8151,0.7325,0.0052,0.0028,0.5366,0.9802,233.2031,228.6006,213.5875,24.8214,28.2894,26.6912,-1.1226,-1.0036,-0.8189,3.2845,2.9745,2.79,0
94813,1183.624,457.7638,265.0254,0.8154,347.4474,0.9926,95523,0.7556,1.7272,0.8505,0.759,0.0048,0.0028,0.5761,0.9951,224.6402,223.4467,211.1949,22.1429,23.7926,25.6426,-1.1863,-0.9953,-0.4373,3.6708,3.0796,2.4079,0
90092,1168.9091,424.2695,272.9402,0.7656,338.6867,0.9723,92658,0.7482,1.5544,0.8286,0.7983,0.0047,0.003,0.6373,0.9906,224.7166,213.3848,201.3528,20.825,21.3093,24.9081,-0.7455,-0.6517,-0.3559,2.9128,2.8041,2.2712,0
82814,2589.687,441.893,263.9256,0.802,324.7184,0.8914,92899,0.652,1.6743,0.1552,0.7348,0.0053,0.0032,0.54,0.9041,207.5263,196.0249,184.7956,21.6636,22.501,21.5836,-0.4893,-0.5123,-0.0682,2.3841,2.3445,2.6923,0
94554,1323.192,471.8111,262.4769,0.831,346.9725,0.9611,98382,0.7936,1.7975,0.6786,0.7354,0.005,0.0028,0.5408,0.9721,225.0867,215.5435,196.0216,24.4604,28.1127,23.5773,-0.7245,-0.725,-0.3619,2.4567,2.5058,2.2771,0
105052,1645.708,482.7813,289.5465,0.8002,365.7272,0.9399,111775,0.7191,1.6674,0.4874,0.7575,0.0046,0.0028,0.5739,0.9569,228.123,220.8679,206.4016,25.7275,29.4452,28.0043,-0.8913,-0.7567,-0.7905,2.8486,2.5817,2.74,0
104872,1330.42,492.244,274.5856,0.83,365.4137,0.9675,108394,0.7543,1.7927,0.7445,0.7423,0.0047,0.0026,0.5511,0.9879,221.3008,211.2506,197.6262,20.3168,20.7078,19.9043,-1.1297,-0.943,-0.6065,3.9919,3.5275,3.2252,0
93612,1220.072,458.8475,260.5799,0.8231,345.2398,0.9887,94682,0.7801,1.7609,0.7903,0.7524,0.0049,0.0028,0.5661,0.9969,222.9108,221.9832,213.7371,20.9428,22.4895,23.882,-1.2867,-1.0862,-0.7562,4.1708,3.5044,2.7283,0
