AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
82744,2236.5449,456.3524,244.885,0.8438,324.5812,0.92,89937,0.7185,1.8635,0.2079,0.7113,0.0055,0.003,0.5059,0.9427,0
86534,1176.656,439.8831,258.3506,0.8094,331.9315,0.9545,90662,0.745,1.7027,0.7854,0.7546,0.0051,0.003,0.5694,0.9695,0
96825,1296.358,491.1752,270.524,0.8347,351.1145,0.9026,107270,0.7302,1.8156,0.724,0.7148,0.0051,0.0028,0.511,0.9278,0
85841,1186.51,466.222,239.9589,0.8574,330.5997,0.9704,88463,0.7551,1.9429,0.7662,0.7091,0.0054,0.0028,0.5028,0.977,0
103155,1304.504,498.4672,270.8754,0.8395,362.41,0.954,108134,0.7631,1.8402,0.7617,0.727,0.0048,0.0026,0.5286,0.9727,0
100409,1219.521,467.7817,275.7984,0.8077,357.5538,0.992,101215,0.7639,1.6961,0.8484,0.7644,0.0047,0.0027,0.5842,0.9909,0
82939,1166.26,436.4992,244.8998,0.8278,324.9634,0.9861,84111,0.7453,1.7824,0.7663,0.7445,0.0053,0.003,0.5542,0.9879,0
78879,2580.9409,452.5663,254.4487,0.827,316.9099,0.8887,88762,0.6982,1.7786,0.1488,0.7003,0.0057,0.0032,0.4904,0.8721,0
92902,1569.4189,454.7281,264.4788,0.8135,343.928,0.9657,96199,0.7548,1.7193,0.474,0.7563,0.0049,0.0028,0.572,0.9835,0
85436,1072.366,388.1068,281.5912,0.6882,329.8189,0.9932,86021,0.7491,1.3783,0.9336,0.8498,0.0045,0.0033,0.7222,0.9954,0
97016,1251.105,454.2195,278.7213,0.7896,351.4607,0.9538,101717,0.7578,1.6297,0.7789,0.7738,0.0047,0.0029,0.5987,0.9757,0
86209,1154.542,429.7482,255.8428,0.8035,331.3076,0.9904,87043,0.7687,1.6797,0.8127,0.7709,0.005,0.003,0.5943,0.9983,0
84839,2476.2419,464.7022,251.1368,0.8414,328.6645,0.9127,92958,0.7131,1.8504,0.1739,0.7073,0.0055,0.003,0.5002,0.9256,0
80039,2340.4561,436.4743,272.2351,0.7817,319.2316,0.8573,93362,0.6467,1.6033,0.1836,0.7314,0.0055,0.0034,0.5349,0.8576,0
98475,1315.5601,483.5079,268.0578,0.8322,354.0936,0.9504,103618,0.759,1.8037,0.715,0.7323,0.0049,0.0027,0.5363,0.9674,0
84944,1162.719,420.212,261.0954,0.7835,328.8679,0.9639,88125,0.7583,1.6094,0.7896,0.7826,0.0049,0.0031,0.6125,0.9858,0
82442,2455.748,452.9133,274.1462,0.796,323.9883,0.86,95865,0.6383,1.6521,0.1718,0.7153,0.0055,0.0033,0.5117,0.8454,0
102311,2161.666,485.4601,279.3563,0.8178,360.9244,0.941,108725,0.7232,1.7378,0.2751,0.7435,0.0047,0.0027,0.5527,0.9606,0
81632,1301.9969,445.4909,235.2594,0.8492,322.3928,0.9739,83820,0.7546,1.8936,0.6051,0.7237,0.0055,0.0029,0.5237,0.9917,0
88111,2569.4829,420.8587,289.3067,0.7263,334.9424,0.9184,95937,0.7422,1.4547,0.1677,0.7959,0.0048,0.0033,0.6334,0.9214,0
90270,1370.538,428.9636,269.8232,0.7774,339.0211,0.9722,92847,0.74,1.5898,0.6039,0.7903,0.0048,0.003,0.6246,0.993,0
99297,1365.795,475.0481,269.5776,0.8234,355.5684,0.9854,100769,0.7223,1.7622,0.6689,0.7485,0.0048,0.0027,0.5602,0.9872,0
90627,1157.038,448.3503,258.7116,0.8167,339.6909,0.9861,91901,0.7904,1.733,0.8507,0.7576,0.0049,0.0029,0.574,0.9948,0
85250,1989.498,448.3463,271.5034,0.7958,329.4597,0.8892,95870,0.709,1.6513,0.2707,0.7348,0.0053,0.0032,0.54,0.8917,0
91103,1270.084,480.812,242.1371,0.8639,340.5818,0.9825,92724,0.7605,1.9857,0.7097,0.7083,0.0053,0.0027,0.5018,0.9963,0
94511,2069.553,463.567,275.8159,0.8037,346.8936,0.9229,102404,0.7212,1.6807,0.2773,0.7483,0.0049,0.0029,0.56,0.9412,0
83005,1122.7841,414.8105,255.9364,0.787,325.0927,0.9874,84064,0.726,1.6208,0.8274,0.7837,0.005,0.0031,0.6142,0.9955,0
84775,2203.3621,460.1037,280.1624,0.7932,328.5405,0.8533,99355,0.6691,1.6423,0.2194,0.7141,0.0054,0.0033,0.5099,0.8374,0
72602,2734.137,462.5924,236.962,0.8588,304.039,0.8461,85808,0.608,1.9522,0.122,0.6573,0.0064,0.0033,0.432,0.8433,0
82463,2182.4021,444.5504,282.1806,0.7727,324.0295,0.8725,94513,0.6909,1.5754,0.2176,0.7289,0.0054,0.0034,0.5313,0.837,0
74756,1106.542,373.2378,256.2109,0.7272,308.5163,0.9772,76502,0.7633,1.4568,0.7672,0.8266,0.005,0.0034,0.6833,0.9953,0
92622,1246.8101,440.5182,274.9561,0.7813,343.4094,0.9469,97815,0.7474,1.6021,0.7487,0.7796,0.0048,0.003,0.6077,0.9736,0
80701,1240.082,417.4089,250.9569,0.7991,320.5491,0.9586,84184,0.7698,1.6633,0.6595,0.7679,0.0052,0.0031,0.5897,0.9809,0
76093,1138.8781,424.5136,244.2908,0.8178,311.2629,0.9335,81516,0.6189,1.7377,0.7372,0.7332,0.0056,0.0032,0.5376,0.9342,0
85339,1373.15,441.409,247.7803,0.8276,329.6316,0.9743,87589,0.7246,1.7815,0.5688,0.7468,0.0052,0.0029,0.5577,0.9935,0
70508,1172.8311,415.4944,217.7195,0.8517,299.6224,0.9759,72251,0.7533,1.9084,0.6441,0.7211,0.0059,0.0031,0.52,0.9924,0
66318,1910.406,415.2187,240.6568,0.8149,290.5834,0.8513,77900,0.6505,1.7254,0.2283,0.6998,0.0063,0.0036,0.4898,0.845,0
90038,1285.9919,455.4125,253.3102,0.831,338.5852,0.9763,92227,0.7398,1.7978,0.6842,0.7435,0.0051,0.0028,0.5527,0.9938,0
79846,1376.293,472.9795,218.9997,0.8863,318.8465,0.9537,83726,0.7815,2.1597,0.5297,0.6741,0.0059,0.0027,0.4544,0.9815,0
70893,1603.609,404.6346,244.2402,0.7973,300.4393,0.87,81485,0.6574,1.6567,0.3464,0.7425,0.0057,0.0034,0.5513,0.9133,0
60571,1894.291,389.9319,239.6307,0.7889,277.7074,0.8091,74866,0.5966,1.6272,0.2121,0.7122,0.0064,0.004,0.5072,0.8254,0
85098,1326.608,453.3024,243.177,0.8439,329.1658,0.9524,89350,0.7455,1.8641,0.6076,0.7262,0.0053,0.0029,0.5273,0.9829,0
91730,1232.899,465.6707,252.9734,0.8396,341.7518,0.9883,92814,0.7707,1.8408,0.7583,0.7339,0.0051,0.0028,0.5386,0.9914,0
106514,1405.6541,473.1535,291.6611,0.7874,368.2633,0.9651,110364,0.7885,1.6223,0.6774,0.7783,0.0044,0.0027,0.6058,0.9827,0
82728,1541.515,424.8433,251.267,0.8064,324.5498,0.9646,85765,0.7249,1.6908,0.4375,0.7639,0.0051,0.003,0.5836,0.9867,0
69640,1018.376,398.9455,222.8999,0.8294,297.7724,0.9903,70321,0.7113,1.7898,0.8438,0.7464,0.0057,0.0032,0.5571,0.9971,0
95119,2062.6731,450.6327,282.3159,0.7794,348.0076,0.9272,102589,0.738,1.5962,0.2809,0.7723,0.0047,0.003,0.5964,0.952,0
79209,1251.63,391.5358,262.6503,0.7416,317.5721,0.9624,82300,0.6968,1.4907,0.6354,0.8111,0.0049,0.0033,0.6579,0.9807,0
87341,1223.04,463.3287,241.1915,0.8538,333.4756,0.9803,89097,0.8083,1.921,0.7337,0.7197,0.0053,0.0028,0.518,0.9951,0
110303,1546.769,457.5266,313.0015,0.7294,374.7561,0.9641,114405,0.7794,1.4617,0.5794,0.8191,0.0041,0.0028,0.6709,0.9807,0
90360,1305.957,445.8581,259.071,0.8139,339.1901,0.9824,91980,0.7703,1.721,0.6658,0.7608,0.0049,0.0029,0.5788,0.996,0
97942,1295.588,483.2561,259.9262,0.843,353.134,0.9751,100441,0.7674,1.8592,0.7332,0.7307,0.0049,0.0027,0.534,0.9928,0
106614,2191.052,496.1061,285.3656,0.818,368.4361,0.9444,112889,0.7441,1.7385,0.2791,0.7427,0.0047,0.0027,0.5515,0.9588,0
87349,1146.321,412.4142,272.7985,0.75,333.4909,0.982,88950,0.7682,1.5118,0.8353,0.8086,0.0047,0.0031,0.6539,0.9885,0
105631,1251.149,483.7486,280.8895,0.8142,366.7336,0.9923,106450,0.6845,1.7222,0.848,0.7581,0.0046,0.0027,0.5747,0.9898,0
90674,1205.551,463.2462,250.5961,0.8411,339.7789,0.9816,92375,0.7658,1.8486,0.784,0.7335,0.0051,0.0028,0.538,0.9945,0
89823,1266.802,450.1794,264.6333,0.809,338.1807,0.9356,96010,0.717,1.7011,0.7034,0.7512,0.005,0.0029,0.5643,0.96,0
89084,2043.235,424.6149,284.7247,0.7419,336.7867,0.9113,97758,0.7534,1.4913,0.2681,0.7932,0.0048,0.0032,0.6291,0.9382,0
94816,1210.531,486.3299,253.0745,0.8539,347.4529,0.984,96354,0.7289,1.9217,0.8131,0.7144,0.0051,0.0027,0.5104,0.9809,0
98290,2058.9761,437.2366,303.0911,0.7207,353.7608,0.928,105919,0.738,1.4426,0.2914,0.8091,0.0044,0.0031,0.6546,0.9443,0
84198,2138.2739,456.4354,253.3319,0.8318,327.4206,0.9122,92301,0.6809,1.8017,0.2314,0.7173,0.0054,0.003,0.5146,0.9271,0
87051,1207.609,425.294,275.8212,0.7612,332.9216,0.9368,92926,0.6308,1.5419,0.7501,0.7828,0.0049,0.0032,0.6128,0.9449,0
99449,1200.6021,456.6979,279.8051,0.7903,355.8404,0.9803,101447,0.7192,1.6322,0.867,0.7792,0.0046,0.0028,0.6071,0.9909,0
96452,1199.712,458.1165,271.4386,0.8056,350.4376,0.9716,99270,0.7725,1.6877,0.8421,0.765,0.0047,0.0028,0.5852,0.9876,0
88465,1134.158,448.4564,252.524,0.8264,335.6146,0.9935,89044,0.7494,1.7759,0.8642,0.7484,0.0051,0.0029,0.5601,0.9946,0
93543,1556.7419,467.6827,266.8364,0.8213,345.1125,0.9359,99955,0.7561,1.7527,0.4851,0.7379,0.005,0.0029,0.5445,0.9544,0
95011,1236.037,441.5882,281.9649,0.7696,347.8099,0.96,98973,0.7412,1.5661,0.7815,0.7876,0.0046,0.003,0.6204,0.9716,0
79307,1147.151,425.3987,249.9247,0.8092,317.7685,0.935,84816,0.6384,1.7021,0.7573,0.747,0.0054,0.0032,0.558,0.9498,0
97686,2266.385,474.3841,292.3679,0.7875,352.6722,0.8989,108671,0.6967,1.6226,0.239,0.7434,0.0049,0.003,0.5527,0.8968,0
101987,2245.0081,480.5264,282.3969,0.8091,360.3524,0.9446,107963,0.7172,1.7016,0.2543,0.7499,0.0047,0.0028,0.5624,0.9569,0
88683,1623.535,457.3598,275.4008,0.7984,336.0278,0.8623,102844,0.6646,1.6607,0.4228,0.7347,0.0052,0.0031,0.5398,0.8965,0
97474,1891.667,472.6911,270.9238,0.8194,352.2893,0.9475,102878,0.7669,1.7447,0.3423,0.7453,0.0048,0.0028,0.5554,0.9691,0
101830,1654.688,482.0597,276.0974,0.8197,360.075,0.9356,108843,0.726,1.746,0.4674,0.747,0.0047,0.0027,0.5579,0.9741,0
90638,1165.7321,466.5579,248.9237,0.8458,339.7115,0.9889,91658,0.7516,1.8743,0.8382,0.7281,0.0051,0.0027,0.5302,0.9937,0
104783,1258.2271,507.1621,264.8014,0.8529,365.2586,0.9934,105481,0.752,1.9153,0.8317,0.7202,0.0048,0.0025,0.5187,0.9934,0
84923,1199.219,469.3299,232.0247,0.8692,328.8272,0.9816,86519,0.6558,2.0228,0.7421,0.7006,0.0055,0.0027,0.4909,0.9929,0
95819,1201.66,472.6712,258.5608,0.8371,349.2858,0.9879,96989,0.7603,1.8281,0.8339,0.739,0.0049,0.0027,0.5461,0.9983,0
76256,1479.574,422.1981,249.2024,0.8072,311.5961,0.9147,83363,0.7071,1.6942,0.4377,0.738,0.0055,0.0033,0.5447,0.9228,0
81267,1095.214,427.2219,244.7146,0.8197,321.6712,0.9931,81834,0.7363,1.7458,0.8514,0.7529,0.0053,0.003,0.5669,0.9897,0
91594,2203.262,463.4515,264.5464,0.8211,341.4983,0.9367,97782,0.7464,1.7519,0.2371,0.7369,0.0051,0.0029,0.543,0.9512,0
72587,1089.3199,404.8062,241.2709,0.803,304.0076,0.9255,78430,0.7322,1.6778,0.7687,0.751,0.0056,0.0033,0.564,0.9463,0
105901,1342.899,502.0544,273.5204,0.8386,367.2021,0.9626,110019,0.7318,1.8355,0.7379,0.7314,0.0047,0.0026,0.5349,0.9819,0
76437,1181.916,457.7971,216.4241,0.8812,311.9657,0.9707,78747,0.5818,2.1153,0.6876,0.6814,0.006,0.0028,0.4644,0.9823,0
92504,1344.2419,464.9281,255.6932,0.8352,343.1906,0.9685,95514,0.6751,1.8183,0.6433,0.7382,0.005,0.0028,0.5449,0.9908,0
82668,1208.691,435.6503,242.6651,0.8305,324.4321,0.9791,84435,0.6522,1.7953,0.7111,0.7447,0.0053,0.0029,0.5546,0.9956,0
97587,1485.163,484.8851,260.8294,0.843,352.4934,0.9492,102813,0.6696,1.859,0.556,0.727,0.005,0.0027,0.5285,0.9824,0
94328,1187.499,468.946,257.9542,0.8351,346.5576,0.9863,95643,0.7801,1.8179,0.8406,0.739,0.005,0.0027,0.5461,0.9929,0
82074,1908.745,394.2888,286.9658,0.6858,323.2644,0.9127,89920,0.7167,1.374,0.2831,0.8199,0.0048,0.0035,0.6722,0.9236,0
91246,1285.021,452.9094,257.401,0.8228,340.849,0.9818,92938,0.6681,1.7595,0.6944,0.7526,0.005,0.0028,0.5664,0.9966,0
101482,1271.807,483.5645,269.1414,0.8308,359.4592,0.9897,102538,0.6833,1.7967,0.7884,0.7434,0.0048,0.0027,0.5526,0.9928,0
73590,1088.728,419.1899,224.427,0.8446,306.1008,0.9842,74769,0.6997,1.8678,0.7802,0.7302,0.0057,0.003,0.5332,0.996,0
79984,1119.152,422.6817,241.7404,0.8203,319.1219,0.9884,80923,0.7116,1.7485,0.8025,0.755,0.0053,0.003,0.57,0.9967,0
80425,1099.2,432.3026,238.8206,0.8336,320.0005,0.989,81322,0.7421,1.8102,0.8365,0.7402,0.0054,0.003,0.5479,0.9918,0
85994,1146.311,451.9298,242.7397,0.8435,330.8942,0.9905,86823,0.78,1.8618,0.8224,0.7322,0.0053,0.0028,0.5361,0.9981,0
85876,1153.936,457.1008,240.745,0.8501,330.6671,0.9919,86580,0.7176,1.8987,0.8104,0.7234,0.0053,0.0028,0.5233,0.9936,0
99259,1248.684,496.0889,255.606,0.857,355.5003,0.9905,100206,0.6827,1.9408,0.8,0.7166,0.005,0.0026,0.5135,0.9967,0
71781,1026.9139,392.7477,233.8112,0.8035,302.3151,0.9909,72443,0.79,1.6798,0.8554,0.7697,0.0055,0.0033,0.5925,0.9953,0
81460,1850.024,399.9521,279.8189,0.7145,322.0529,0.9059,89923,0.6371,1.4293,0.2991,0.8052,0.0049,0.0034,0.6484,0.9268,0
85178,2043.08,462.0688,247.9352,0.8439,329.3205,0.9123,93367,0.7118,1.8637,0.2564,0.7127,0.0054,0.0029,0.508,0.9467,0
96605,1221.4041,479.1618,257.4783,0.8434,350.7154,0.9908,97499,0.7722,1.861,0.8137,0.7319,0.005,0.0027,0.5357,0.997,0
78795,1124.814,450.0254,226.5335,0.8641,316.7411,0.9713,81125,0.782,1.9866,0.7826,0.7038,0.0057,0.0029,0.4954,0.9841,0
84745,1138.689,449.0708,240.7367,0.8442,328.4824,0.9914,85478,0.6908,1.8654,0.8213,0.7315,0.0053,0.0028,0.5351,0.9981,0
77192,1093.131,422.2624,233.0771,0.8339,313.5027,0.9862,78274,0.7788,1.8117,0.8118,0.7424,0.0055,0.003,0.5512,0.9986,0
81702,1133.639,447.4375,234.444,0.8517,322.5309,0.9903,82499,0.7556,1.9085,0.7989,0.7208,0.0055,0.0029,0.5196,0.9917,0
83490,1161.547,448.3226,251.6644,0.8276,326.041,0.9437,88472,0.6826,1.7814,0.7776,0.7272,0.0054,0.003,0.5289,0.9422,0
90292,1163.0601,451.864,257.3315,0.822,339.0624,0.9882,91367,0.7616,1.756,0.8388,0.7504,0.005,0.0028,0.563,0.9887,0
77847,1121.584,439.2617,230.6991,0.851,314.8299,0.9676,80453,0.7367,1.904,0.7777,0.7167,0.0056,0.003,0.5137,0.9781,0
94073,1234.496,468.1513,259.2259,0.8327,346.0888,0.9734,96646,0.69,1.806,0.7757,0.7393,0.005,0.0028,0.5465,0.987,0
97269,2058.1951,473.8028,271.5347,0.8195,351.9186,0.9393,103556,0.7537,1.7449,0.2885,0.7428,0.0049,0.0028,0.5517,0.9626,0
101982,2237.7319,463.6272,312.5454,0.7386,360.3436,0.8769,116293,0.6997,1.4834,0.2559,0.7772,0.0045,0.0031,0.6041,0.8961,0
99067,1220.4709,465.2032,273.1264,0.8095,355.1563,0.9922,99846,0.7438,1.7033,0.8358,0.7634,0.0047,0.0028,0.5828,0.9927,0
79308,1735.127,425.7291,257.9073,0.7956,317.7705,0.9044,87692,0.6954,1.6507,0.331,0.7464,0.0054,0.0033,0.5571,0.9197,0
93644,1543.316,473.1695,256.9796,0.8397,345.2988,0.9665,96894,0.7631,1.8413,0.4941,0.7298,0.0051,0.0027,0.5325,0.9806,0
91806,1219.03,459.5651,258.657,0.8266,341.8933,0.967,94936,0.7745,1.7767,0.7763,0.7439,0.005,0.0028,0.5535,0.9834,0
79882,1994.8571,464.4912,244.0047,0.8509,318.9184,0.886,90165,0.6998,1.9036,0.2523,0.6866,0.0058,0.0031,0.4714,0.8974,0
92049,1182.959,461.05,256.0674,0.8316,342.3455,0.9915,92839,0.7581,1.8005,0.8266,0.7425,0.005,0.0028,0.5514,0.9927,0
87207,1205.8311,461.0904,256.776,0.8306,333.2198,0.9184,94960,0.7032,1.7957,0.7537,0.7227,0.0053,0.0029,0.5223,0.9378,0
91169,1202.603,461.5725,252.2222,0.8375,340.7051,0.9855,92515,0.7823,1.83,0.7922,0.7381,0.0051,0.0028,0.5449,0.9971,0
81103,1560.489,432.7174,244.9128,0.8244,321.3465,0.9538,85030,0.7323,1.7668,0.4185,0.7426,0.0053,0.003,0.5515,0.9744,0
86506,1174.406,440.5459,256.7896,0.8126,331.8778,0.9578,90314,0.7293,1.7156,0.7882,0.7533,0.0051,0.003,0.5675,0.9736,0
98333,1193.415,426.856,294.9583,0.7229,353.8382,0.9903,99298,0.7499,1.4472,0.8676,0.8289,0.0043,0.003,0.6871,0.9944,0
86692,1206.1379,465.4858,238.6446,0.8586,332.2344,0.9812,88354,0.7767,1.9505,0.7489,0.7137,0.0054,0.0028,0.5094,0.9936,0
85432,1213.3979,390.3379,281.9793,0.6915,329.8112,0.9751,87611,0.7719,1.3843,0.7292,0.8449,0.0046,0.0033,0.7139,0.9883,0
74964,1164.3459,383.5821,251.818,0.7543,308.9452,0.9658,77616,0.7358,1.5233,0.6949,0.8054,0.0051,0.0034,0.6487,0.9881,0
99405,1213.478,464.8395,272.9653,0.8094,355.7617,0.9893,100481,0.7415,1.7029,0.8483,0.7653,0.0047,0.0027,0.5857,0.9975,0
86976,2043.899,460.4717,280.7823,0.7926,332.7781,0.8737,99546,0.6699,1.64,0.2616,0.7227,0.0053,0.0032,0.5223,0.8565,0
97711,1220.358,466.2684,267.6838,0.8188,352.7173,0.9905,98646,0.7555,1.7419,0.8245,0.7565,0.0048,0.0027,0.5722,0.9968,0
81211,1112.223,415.0408,249.8777,0.7985,321.5603,0.987,82281,0.7673,1.661,0.825,0.7748,0.0051,0.0031,0.6003,0.997,0
102976,1316.215,475.6606,277.3665,0.8124,362.0955,0.9779,105300,0.7715,1.7149,0.747,0.7612,0.0046,0.0027,0.5795,0.9938,0
88440,1244.879,470.5846,240.1923,0.8599,335.5671,0.9857,89724,0.6528,1.9592,0.7171,0.7131,0.0053,0.0027,0.5085,0.9962,0
109687,1509.652,487.157,290.3293,0.803,373.7082,0.9694,113148,0.7748,1.6779,0.6048,0.7671,0.0044,0.0026,0.5885,0.9874,0
106692,1291.66,507.0438,268.812,0.8479,368.5709,0.9878,108012,0.6352,1.8862,0.8036,0.7269,0.0048,0.0025,0.5284,0.9967,0
82173,1149.972,445.6447,239.1848,0.8438,323.4593,0.9712,84610,0.7616,1.8632,0.7808,0.7258,0.0054,0.0029,0.5268,0.9816,0
89703,1370.741,446.7176,259.7277,0.8136,337.9547,0.9588,93557,0.6966,1.7199,0.5999,0.7565,0.005,0.0029,0.5723,0.9844,0
88471,1222.2321,428.7156,263.4322,0.7889,335.6259,0.983,90003,0.7664,1.6274,0.7442,0.7829,0.0048,0.003,0.6129,0.9974,0
84269,1117.506,444.87,242.1734,0.8388,327.5586,0.9939,84787,0.7093,1.837,0.848,0.7363,0.0053,0.0029,0.5421,0.9959,0
109054,2177.3889,452.4198,330.4394,0.683,372.6283,0.9268,117667,0.7348,1.3691,0.2891,0.8236,0.0041,0.003,0.6784,0.9288,0
87128,1150.701,445.1925,252.3783,0.8238,333.0688,0.9912,87901,0.6852,1.764,0.8269,0.7481,0.0051,0.0029,0.5597,0.9873,0
76536,2473.856,429.8209,268.286,0.7813,312.1677,0.8191,93443,0.5999,1.6021,0.1572,0.7263,0.0056,0.0035,0.5275,0.8451,0
75528,1148.733,430.5677,224.5068,0.8533,310.1052,0.9806,77025,0.7591,1.9178,0.7192,0.7202,0.0057,0.003,0.5187,0.9948,0
95280,1284.781,478.7382,263.8698,0.8344,348.302,0.9352,101887,0.749,1.8143,0.7254,0.7275,0.005,0.0028,0.5293,0.9603,0
